provider,region,country,family,architecture,processor,vCPU,ram(GB),price($/h),N-price($/h),daily_price,N-daily_price,weekly_price,N-weekly_price,monthly_price,N-monthly_price
oci,global,Brazil,E5,x86(AMD),AMD EPYC 9J14,192,384,3.648,3.24267,87.55,77.8222,612.86,544.764,2663.04,2367.15
oci,global,Singapore,E5,x86(AMD),AMD EPYC 9J14,192,384,3.648,3.24267,87.55,77.8222,612.86,544.764,2663.04,2367.15
oci,global,Indonesia,E5,x86(AMD),AMD EPYC 9J14,192,384,3.648,3.24267,87.55,77.8222,612.86,544.764,2663.04,2367.15
oci,global,Canada,E5,x86(AMD),AMD EPYC 9J14,192,384,3.648,3.24267,87.55,77.8222,612.86,544.764,2663.04,2367.15
oci,global,Sweden,E5,x86(AMD),AMD EPYC 9J14,192,384,3.648,3.24267,87.55,77.8222,612.86,544.764,2663.04,2367.15
oci,global,France,E5,x86(AMD),AMD EPYC 9J14,192,384,3.648,3.24267,87.55,77.8222,612.86,544.764,2663.04,2367.15
oci,global,India,E5,x86(AMD),AMD EPYC 9J14,192,384,3.648,3.24267,87.55,77.8222,612.86,544.764,2663.04,2367.15
oci,global,Malaysia,E5,x86(AMD),AMD EPYC 9J14,192,384,3.648,3.24267,87.55,77.8222,612.86,544.764,2663.04,2367.15
oci,global,Germany,E5,x86(AMD),AMD EPYC 9J14,192,384,3.648,3.24267,87.55,77.8222,612.86,544.764,2663.04,2367.15
oci,global,United States,E5,x86(AMD),AMD EPYC 9J14,192,384,3.648,3.24267,87.55,77.8222,612.86,544.764,2663.04,2367.15
oci,global,South Africa,E5,x86(AMD),AMD EPYC 9J14,192,384,3.648,3.24267,87.55,77.8222,612.86,544.764,2663.04,2367.15
oci,global,United Kingdom,E5,x86(AMD),AMD EPYC 9J14,192,384,3.648,3.24267,87.55,77.8222,612.86,544.764,2663.04,2367.15
oci,global,Australia,E5,x86(AMD),AMD EPYC 9J14,192,384,3.648,3.24267,87.55,77.8222,612.86,544.764,2663.04,2367.15
oci,global,Switzerland,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,Israel,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,United Arab Emirates,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,Japan,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,Spain,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,Mexico,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,South Korea,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,Italy,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,Ireland,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,Brazil,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,Singapore,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,Indonesia,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,Canada,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,Sweden,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,France,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,India,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,Malaysia,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,Germany,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,United States,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,South Africa,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,United Kingdom,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,Australia,E5,x86(AMD),AMD EPYC 9J14,192,768,4.416,3.92533,105.98,94.2044,741.89,659.458,3223.68,2865.49
oci,global,Switzerland,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,Israel,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,United Arab Emirates,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,Japan,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,Spain,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,Mexico,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,South Korea,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,Italy,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,Ireland,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,Brazil,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,Singapore,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,Indonesia,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,Canada,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,Sweden,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,France,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,India,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,Malaysia,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,Germany,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,United States,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,South Africa,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,United Kingdom,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,Australia,E5,x86(AMD),AMD EPYC 9J14,192,1536,5.952,5.29067,142.85,126.9778,999.94,888.836,4344.96,3862.19
oci,global,Switzerland,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,Israel,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,United Arab Emirates,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,Japan,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,Spain,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,Mexico,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,South Korea,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,Italy,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,Ireland,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,Brazil,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,Singapore,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,Indonesia,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,Canada,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,Sweden,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,France,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,India,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,Malaysia,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,Germany,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,United States,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,South Africa,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,United Kingdom,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,Australia,E6,x86(AMD),AMD EPYC 9J45,2,4,0.038,0.02384,0.91,0.571,6.38,4.003,27.74,17.41
oci,global,Switzerland,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,Israel,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,United Arab Emirates,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,Japan,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,Spain,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,Mexico,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,South Korea,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,Italy,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,Ireland,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,Brazil,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,Singapore,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,Indonesia,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,Canada,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,Sweden,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,France,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,India,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,Malaysia,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,Germany,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,United States,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,South Africa,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,United Kingdom,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,Australia,E6,x86(AMD),AMD EPYC 9J45,2,8,0.046,0.02886,1.1,0.6902,7.73,4.85,33.58,21.07
oci,global,Switzerland,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,Israel,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,United Arab Emirates,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,Japan,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,Spain,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,Mexico,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,South Korea,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,Italy,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,Ireland,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,Brazil,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,Singapore,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,Indonesia,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,Canada,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,Sweden,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,France,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,India,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,Malaysia,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,Germany,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,United States,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,South Africa,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,United Kingdom,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,Australia,E6,x86(AMD),AMD EPYC 9J45,2,16,0.062,0.0389,1.49,0.9349,10.42,6.538,45.26,28.4
oci,global,Switzerland,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,Israel,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,United Arab Emirates,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,Japan,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,Spain,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,Mexico,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,South Korea,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,Italy,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,Ireland,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,Brazil,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,Singapore,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,Indonesia,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,Canada,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,Sweden,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,France,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,India,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,Malaysia,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,Germany,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,United States,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,South Africa,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,United Kingdom,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,Australia,E6,x86(AMD),AMD EPYC 9J45,2,32,0.094,0.05898,2.26,1.418,15.79,9.907,68.62,43.06
oci,global,Switzerland,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,Israel,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,United Arab Emirates,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,Japan,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,Spain,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,Mexico,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,South Korea,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,Italy,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,Ireland,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,Brazil,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,Singapore,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,Indonesia,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,Canada,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,Sweden,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,France,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,India,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,Malaysia,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,Germany,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,United States,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,South Africa,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,United Kingdom,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,Australia,E6,x86(AMD),AMD EPYC 9J45,4,8,0.076,0.04769,1.82,1.142,12.77,8.013,55.48,34.81
oci,global,Switzerland,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,Israel,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,United Arab Emirates,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,Japan,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,Spain,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,Mexico,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,South Korea,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,Italy,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,Ireland,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,Brazil,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,Singapore,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,Indonesia,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,Canada,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,Sweden,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,France,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,India,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,Malaysia,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,Germany,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,United States,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,South Africa,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,United Kingdom,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,Australia,E6,x86(AMD),AMD EPYC 9J45,4,16,0.092,0.05773,2.21,1.3867,15.46,9.7,67.16,42.14
oci,global,Switzerland,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,Israel,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,United Arab Emirates,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,Japan,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,Spain,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,Mexico,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,South Korea,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,Italy,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,Ireland,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
