provider,region,country,family,architecture,processor,vCPU,ram(GB),price($/h),N-price($/h),daily_price,N-daily_price,weekly_price,N-weekly_price,monthly_price,N-monthly_price
aws,ap-east-1,Hong Kong,c6i,x86(Intel),Intel Xeon Platinum 8375C,96,192,5.184,5.184,124.416,124.416,870.912,870.912,3784.32,3784.32
aws,ap-east-1,Hong Kong,c6i,x86(Intel),Intel Xeon Platinum 8375C,128,256,6.912,6.912,165.888,165.888,1161.216,1161.216,5045.76,5045.76
aws,ap-east-1,Hong Kong,c7g,ARM,AWS Graviton3,1,2,0.0455,0.03138,1.092,0.7531,7.644,5.272,33.21,22.9
aws,ap-east-1,Hong Kong,c7g,ARM,AWS Graviton3,2,4,0.091,0.06276,2.184,1.5062,15.288,10.543,66.43,45.81
aws,ap-east-1,Hong Kong,c7g,ARM,AWS Graviton3,4,8,0.182,0.12552,4.368,3.0124,30.576,21.087,132.86,91.63
aws,ap-east-1,Hong Kong,c7g,ARM,AWS Graviton3,8,16,0.364,0.25103,8.736,6.0248,61.152,42.174,265.72,183.26
aws,ap-east-1,Hong Kong,c7g,ARM,AWS Graviton3,16,32,0.728,0.50207,17.472,12.0497,122.304,84.348,531.44,366.51
aws,ap-east-1,Hong Kong,c7g,ARM,AWS Graviton3,32,64,1.456,1.00414,34.944,24.0993,244.608,168.695,1062.88,733.02
aws,ap-east-1,Hong Kong,c7g,ARM,AWS Graviton3,48,96,2.184,1.50621,52.416,36.149,366.912,253.043,1594.32,1099.53
aws,ap-east-1,Hong Kong,c7g,ARM,AWS Graviton3,64,128,2.912,2.00828,69.888,48.1986,489.216,337.39,2125.76,1466.04
aws,ap-east-1,Hong Kong,c7i,x86(Intel),Intel Xeon Platinum 8488C,2,4,0.1134,0.09549,2.7216,2.2919,19.051,16.043,82.78,69.71
aws,ap-east-1,Hong Kong,c7i,x86(Intel),Intel Xeon Platinum 8488C,4,8,0.2268,0.19099,5.4432,4.5837,38.102,32.086,165.56,139.42
aws,ap-east-1,Hong Kong,c7i,x86(Intel),Intel Xeon Platinum 8488C,8,16,0.4536,0.38198,10.8864,9.1675,76.205,64.173,331.13,278.85
aws,ap-east-1,Hong Kong,c7i,x86(Intel),Intel Xeon Platinum 8488C,16,32,0.9072,0.76396,21.7728,18.335,152.41,128.345,662.26,557.69
aws,ap-east-1,Hong Kong,c7i,x86(Intel),Intel Xeon Platinum 8488C,32,64,1.8144,1.52792,43.5456,36.67,304.819,256.69,1324.51,1115.38
aws,ap-east-1,Hong Kong,c7i,x86(Intel),Intel Xeon Platinum 8488C,48,96,2.7216,2.29187,65.3184,55.005,457.229,385.035,1986.77,1673.07
aws,ap-east-1,Hong Kong,c7i,x86(Intel),Intel Xeon Platinum 8488C,64,128,3.6288,3.05583,87.0912,73.34,609.638,513.379,2649.02,2230.75
aws,ap-east-1,Hong Kong,c7i,x86(Intel),Intel Xeon Platinum 8488C,96,192,5.4432,4.58375,130.6368,110.0099,914.458,770.07,3973.54,3346.14
aws,ap-east-1,Hong Kong,c7i,x86(Intel),Intel Xeon Platinum 8488C,192,384,10.8864,9.16749,261.2736,220.0199,1828.915,1540.139,7947.07,6692.27
aws,ap-east-1,Hong Kong,c8g,ARM,AWS Graviton4,1,2,0.05005,0.02781,1.2012,0.6673,8.408,4.671,36.54,20.3
aws,ap-east-1,Hong Kong,c8g,ARM,AWS Graviton4,2,4,0.1001,0.05561,2.4024,1.3347,16.817,9.343,73.07,40.59
aws,ap-east-1,Hong Kong,c8g,ARM,AWS Graviton4,4,8,0.2002,0.11122,4.8048,2.6693,33.634,18.686,146.15,81.19
aws,ap-east-1,Hong Kong,c8g,ARM,AWS Graviton4,8,16,0.4004,0.22244,9.6096,5.3387,67.267,37.371,292.29,162.38
aws,ap-east-1,Hong Kong,c8g,ARM,AWS Graviton4,16,32,0.8008,0.44489,19.2192,10.6773,134.534,74.741,584.58,324.77
aws,ap-east-1,Hong Kong,c8g,ARM,AWS Graviton4,32,64,1.6016,0.88978,38.4384,21.3547,269.069,149.483,1169.17,649.54
aws,ap-east-1,Hong Kong,c8g,ARM,AWS Graviton4,48,96,2.4024,1.33467,57.6576,32.032,403.603,224.224,1753.75,974.31
aws,ap-east-1,Hong Kong,c8g,ARM,AWS Graviton4,64,128,3.2032,1.77956,76.8768,42.7093,538.138,298.966,2338.34,1299.08
aws,ap-east-1,Hong Kong,c8g,ARM,AWS Graviton4,96,192,4.8048,2.66933,115.3152,64.064,807.206,448.448,3507.5,1948.61
aws,ap-east-1,Hong Kong,c8g,ARM,AWS Graviton4,192,384,9.6096,5.33867,230.6304,128.128,1614.413,896.896,7015.01,3897.23
aws,ap-east-1,Hong Kong,m6g,ARM,AWS Graviton2,1,4,0.053,0.053,1.272,1.272,8.904,8.904,38.69,38.69
aws,ap-east-1,Hong Kong,m6g,ARM,AWS Graviton2,2,8,0.106,0.106,2.544,2.544,17.808,17.808,77.38,77.38
aws,ap-east-1,Hong Kong,m6g,ARM,AWS Graviton2,4,16,0.212,0.212,5.088,5.088,35.616,35.616,154.76,154.76
aws,ap-east-1,Hong Kong,m6g,ARM,AWS Graviton2,8,32,0.424,0.424,10.176,10.176,71.232,71.232,309.52,309.52
aws,ap-east-1,Hong Kong,m6g,ARM,AWS Graviton2,16,64,0.848,0.848,20.352,20.352,142.464,142.464,619.04,619.04
aws,ap-east-1,Hong Kong,m6g,ARM,AWS Graviton2,32,128,1.696,1.696,40.704,40.704,284.928,284.928,1238.08,1238.08
aws,ap-east-1,Hong Kong,m6g,ARM,AWS Graviton2,48,192,2.544,2.544,61.056,61.056,427.392,427.392,1857.12,1857.12
aws,ap-east-1,Hong Kong,m6g,ARM,AWS Graviton2,64,256,3.392,3.392,81.408,81.408,569.856,569.856,2476.16,2476.16
aws,ap-east-1,Hong Kong,m6i,x86(Intel),Intel Xeon Platinum 8375C,2,8,0.132,0.132,3.168,3.168,22.176,22.176,96.36,96.36
aws,ap-east-1,Hong Kong,m6i,x86(Intel),Intel Xeon Platinum 8375C,4,16,0.264,0.264,6.336,6.336,44.352,44.352,192.72,192.72
aws,ap-east-1,Hong Kong,m6i,x86(Intel),Intel Xeon Platinum 8375C,8,32,0.528,0.528,12.672,12.672,88.704,88.704,385.44,385.44
aws,ap-east-1,Hong Kong,m6i,x86(Intel),Intel Xeon Platinum 8375C,16,64,1.056,1.056,25.344,25.344,177.408,177.408,770.88,770.88
aws,ap-east-1,Hong Kong,m6i,x86(Intel),Intel Xeon Platinum 8375C,32,128,2.112,2.112,50.688,50.688,354.816,354.816,1541.76,1541.76
aws,ap-east-1,Hong Kong,m6i,x86(Intel),Intel Xeon Platinum 8375C,48,192,3.168,3.168,76.032,76.032,532.224,532.224,2312.64,2312.64
aws,ap-east-1,Hong Kong,m6i,x86(Intel),Intel Xeon Platinum 8375C,64,256,4.224,4.224,101.376,101.376,709.632,709.632,3083.52,3083.52
aws,ap-east-1,Hong Kong,m6i,x86(Intel),Intel Xeon Platinum 8375C,96,384,6.336,6.336,152.064,152.064,1064.448,1064.448,4625.28,4625.28
aws,ap-east-1,Hong Kong,m6i,x86(Intel),Intel Xeon Platinum 8375C,128,512,8.448,8.448,202.752,202.752,1419.264,1419.264,6167.04,6167.04
aws,ap-east-1,Hong Kong,m7g,ARM,AWS Graviton3,1,4,0.0561,0.03869,1.3464,0.9286,9.425,6.5,40.95,28.24
aws,ap-east-1,Hong Kong,m7g,ARM,AWS Graviton3,2,8,0.1122,0.07738,2.6928,1.8571,18.85,13.0,81.91,56.49
aws,ap-east-1,Hong Kong,m7g,ARM,AWS Graviton3,4,16,0.2244,0.15476,5.3856,3.7142,37.699,25.999,163.81,112.97
aws,ap-east-1,Hong Kong,m7g,ARM,AWS Graviton3,8,32,0.4488,0.30952,10.7712,7.4284,75.398,51.999,327.62,225.94
aws,ap-east-1,Hong Kong,m7g,ARM,AWS Graviton3,16,64,0.8976,0.61903,21.5424,14.8568,150.797,103.998,655.25,451.9
aws,ap-east-1,Hong Kong,m7g,ARM,AWS Graviton3,32,128,1.7952,1.23807,43.0848,29.7137,301.594,207.996,1310.5,903.79
aws,ap-east-1,Hong Kong,m7g,ARM,AWS Graviton3,48,192,2.6928,1.8571,64.6272,44.5705,452.39,311.993,1965.74,1355.68
aws,ap-east-1,Hong Kong,m7g,ARM,AWS Graviton3,64,256,3.5904,2.47614,86.1696,59.4273,603.187,415.991,2620.99,1807.58
aws,ap-east-1,Hong Kong,m7i,x86(Intel),Intel Xeon Platinum 8488C,2,8,0.1386,0.11672,3.3264,2.8012,23.285,19.608,101.18,85.2
aws,ap-east-1,Hong Kong,m7i,x86(Intel),Intel Xeon Platinum 8488C,4,16,0.2772,0.23343,6.6528,5.6024,46.57,39.217,202.36,170.41
aws,ap-east-1,Hong Kong,m7i,x86(Intel),Intel Xeon Platinum 8488C,8,32,0.5544,0.46686,13.3056,11.2047,93.139,78.433,404.71,340.81
aws,ap-east-1,Hong Kong,m7i,x86(Intel),Intel Xeon Platinum 8488C,16,64,1.1088,0.93373,26.6112,22.4094,186.278,156.866,809.42,681.62
aws,ap-east-1,Hong Kong,m7i,x86(Intel),Intel Xeon Platinum 8488C,32,128,2.2176,1.86745,53.2224,44.8189,372.557,313.732,1618.85,1363.24
aws,ap-east-1,Hong Kong,m7i,x86(Intel),Intel Xeon Platinum 8488C,48,192,3.3264,2.80118,79.8336,67.2283,558.835,470.598,2428.27,2044.86
aws,ap-east-1,Hong Kong,m7i,x86(Intel),Intel Xeon Platinum 8488C,64,256,4.4352,3.73491,106.4448,89.6377,745.114,627.464,3237.7,2726.48
aws,ap-east-1,Hong Kong,m7i,x86(Intel),Intel Xeon Platinum 8488C,96,384,6.6528,5.60236,159.6672,134.4566,1117.67,941.196,4856.54,4089.72
aws,ap-east-1,Hong Kong,m7i,x86(Intel),Intel Xeon Platinum 8488C,192,768,13.3056,11.20472,319.3344,268.9132,2235.341,1882.392,9713.09,8179.44
aws,ap-east-1,Hong Kong,m8g,ARM,AWS Graviton4,1,4,0.06171,0.03428,1.481,0.8228,10.367,5.759,45.05,25.03
aws,ap-east-1,Hong Kong,m8g,ARM,AWS Graviton4,2,8,0.12342,0.06857,2.9621,1.6456,20.735,11.519,90.1,50.06
aws,ap-east-1,Hong Kong,m8g,ARM,AWS Graviton4,4,16,0.24684,0.13713,5.9242,3.2912,41.469,23.038,180.19,100.11
aws,ap-east-1,Hong Kong,m8g,ARM,AWS Graviton4,8,32,0.49368,0.27427,11.8483,6.5824,82.938,46.077,360.39,200.22
aws,ap-east-1,Hong Kong,m8g,ARM,AWS Graviton4,16,64,0.98736,0.54853,23.6966,13.1648,165.876,92.153,720.77,400.43
aws,ap-east-1,Hong Kong,m8g,ARM,AWS Graviton4,32,128,1.97472,1.09707,47.3933,26.3296,331.753,184.307,1441.55,800.86
aws,ap-east-1,Hong Kong,m8g,ARM,AWS Graviton4,48,192,2.96208,1.6456,71.0899,39.4944,497.629,276.461,2162.32,1201.29
aws,ap-east-1,Hong Kong,m8g,ARM,AWS Graviton4,64,256,3.94944,2.19413,94.7866,52.6592,663.506,368.614,2883.09,1601.72
aws,ap-east-1,Hong Kong,m8g,ARM,AWS Graviton4,96,384,5.92416,3.2912,142.1798,78.9888,995.259,552.922,4324.64,2402.58
aws,ap-east-1,Hong Kong,m8g,ARM,AWS Graviton4,192,768,11.84832,6.5824,284.3597,157.9776,1990.518,1105.843,8649.27,4805.15
aws,ap-east-1,Hong Kong,r6g,ARM,AWS Graviton2,1,8,0.067,0.067,1.608,1.608,11.256,11.256,48.91,48.91
aws,ap-east-1,Hong Kong,r6g,ARM,AWS Graviton2,2,16,0.134,0.134,3.216,3.216,22.512,22.512,97.82,97.82
aws,ap-east-1,Hong Kong,r6g,ARM,AWS Graviton2,4,32,0.268,0.268,6.432,6.432,45.024,45.024,195.64,195.64
aws,ap-east-1,Hong Kong,r6g,ARM,AWS Graviton2,8,64,0.536,0.536,12.864,12.864,90.048,90.048,391.28,391.28
aws,ap-east-1,Hong Kong,r6g,ARM,AWS Graviton2,16,128,1.072,1.072,25.728,25.728,180.096,180.096,782.56,782.56
aws,ap-east-1,Hong Kong,r6g,ARM,AWS Graviton2,32,256,2.144,2.144,51.456,51.456,360.192,360.192,1565.12,1565.12
aws,ap-east-1,Hong Kong,r6g,ARM,AWS Graviton2,48,384,3.216,3.216,77.184,77.184,540.288,540.288,2347.68,2347.68
aws,ap-east-1,Hong Kong,r6g,ARM,AWS Graviton2,64,512,4.288,4.288,102.912,102.912,720.384,720.384,3130.24,3130.24
aws,ap-east-1,Hong Kong,r6i,x86(Intel),Intel Xeon Platinum 8375C,2,16,0.167,0.167,4.008,4.008,28.056,28.056,121.91,121.91
aws,ap-east-1,Hong Kong,r6i,x86(Intel),Intel Xeon Platinum 8375C,4,32,0.334,0.334,8.016,8.016,56.112,56.112,243.82,243.82
aws,ap-east-1,Hong Kong,r6i,x86(Intel),Intel Xeon Platinum 8375C,8,64,0.668,0.668,16.032,16.032,112.224,112.224,487.64,487.64
aws,ap-east-1,Hong Kong,r6i,x86(Intel),Intel Xeon Platinum 8375C,16,128,1.336,1.336,32.064,32.064,224.448,224.448,975.28,975.28
aws,ap-east-1,Hong Kong,r6i,x86(Intel),Intel Xeon Platinum 8375C,32,256,2.672,2.672,64.128,64.128,448.896,448.896,1950.56,1950.56
aws,ap-east-1,Hong Kong,r6i,x86(Intel),Intel Xeon Platinum 8375C,48,384,4.008,4.008,96.192,96.192,673.344,673.344,2925.84,2925.84
aws,ap-east-1,Hong Kong,r6i,x86(Intel),Intel Xeon Platinum 8375C,64,512,5.344,5.344,128.256,128.256,897.792,897.792,3901.12,3901.12
aws,ap-east-1,Hong Kong,r6i,x86(Intel),Intel Xeon Platinum 8375C,96,768,8.016,8.016,192.384,192.384,1346.688,1346.688,5851.68,5851.68
aws,ap-east-1,Hong Kong,r6i,x86(Intel),Intel Xeon Platinum 8375C,128,1024,10.688,10.688,256.512,256.512,1795.584,1795.584,7802.24,7802.24
aws,ap-east-1,Hong Kong,r7g,ARM,AWS Graviton3,1,8,0.071,0.04897,1.704,1.1752,11.928,8.226,51.83,35.74
aws,ap-east-1,Hong Kong,r7g,ARM,AWS Graviton3,2,16,0.142,0.09793,3.408,2.3503,23.856,16.452,103.66,71.49
aws,ap-east-1,Hong Kong,r7g,ARM,AWS Graviton3,4,32,0.284,0.19586,6.816,4.7007,47.712,32.905,207.32,142.98
aws,ap-east-1,Hong Kong,r7g,ARM,AWS Graviton3,8,64,0.568,0.39172,13.632,9.4014,95.424,65.81,414.64,285.96
aws,ap-east-1,Hong Kong,r7g,ARM,AWS Graviton3,16,128,1.136,0.78345,27.264,18.8028,190.848,131.619,829.28,571.92
aws,ap-east-1,Hong Kong,r7g,ARM,AWS Graviton3,32,256,2.272,1.5669,54.528,37.6055,381.696,263.239,1658.56,1143.83
aws,ap-east-1,Hong Kong,r7g,ARM,AWS Graviton3,48,384,3.408,2.35034,81.792,56.4083,572.544,394.858,2487.84,1715.75
aws,ap-east-1,Hong Kong,r7g,ARM,AWS Graviton3,64,512,4.544,3.13379,109.056,75.211,763.392,526.477,3317.12,2287.67
aws,ap-east-1,Hong Kong,r8g,ARM,AWS Graviton4,1,8,0.0781,0.04339,1.8744,1.0413,13.121,7.289,57.01,31.67
aws,ap-east-1,Hong Kong,r8g,ARM,AWS Graviton4,2,16,0.1562,0.08678,3.7488,2.0827,26.242,14.579,114.03,63.35
aws,ap-east-1,Hong Kong,r8g,ARM,AWS Graviton4,4,32,0.3124,0.17356,7.4976,4.1653,52.483,29.157,228.05,126.69
aws,ap-east-1,Hong Kong,r8g,ARM,AWS Graviton4,8,64,0.6248,0.34711,14.9952,8.3307,104.966,58.314,456.1,253.39
aws,ap-east-1,Hong Kong,r8g,ARM,AWS Graviton4,16,128,1.2496,0.69422,29.9904,16.6613,209.933,116.629,912.21,506.78
aws,ap-east-1,Hong Kong,r8g,ARM,AWS Graviton4,32,256,2.4992,1.38844,59.9808,33.3227,419.866,233.259,1824.42,1013.57
aws,ap-east-1,Hong Kong,r8g,ARM,AWS Graviton4,48,384,3.7488,2.08267,89.9712,49.984,629.798,349.888,2736.62,1520.34
aws,ap-east-1,Hong Kong,r8g,ARM,AWS Graviton4,64,512,4.9984,2.77689,119.9616,66.6453,839.731,466.517,3648.83,2027.13
aws,ap-east-1,Hong Kong,r8g,ARM,AWS Graviton4,96,768,7.4976,4.16533,179.9424,99.968,1259.597,699.776,5473.25,3040.69
aws,ap-east-1,Hong Kong,r8g,ARM,AWS Graviton4,192,1536,14.9952,8.33067,359.8848,199.936,2519.194,1399.552,10946.5,6081.39
aws,ap-east-2,Taiwan,c6g,ARM,AWS Graviton2,1,2,0.0385,0.0385,0.924,0.924,6.468,6.468,28.1,28.1
aws,ap-east-2,Taiwan,c6g,ARM,AWS Graviton2,2,4,0.077,0.077,1.848,1.848,12.936,12.936,56.21,56.21
aws,ap-east-2,Taiwan,c6g,ARM,AWS Graviton2,4,8,0.1541,0.1541,3.6984,3.6984,25.889,25.889,112.49,112.49
aws,ap-east-2,Taiwan,c6g,ARM,AWS Graviton2,8,16,0.3082,0.3082,7.3968,7.3968,51.778,51.778,224.99,224.99
aws,ap-east-2,Taiwan,c6g,ARM,AWS Graviton2,16,32,0.6163,0.6163,14.7912,14.7912,103.538,103.538,449.9,449.9
aws,ap-east-2,Taiwan,c6g,ARM,AWS Graviton2,32,64,1.2326,1.2326,29.5824,29.5824,207.077,207.077,899.8,899.8
aws,ap-east-2,Taiwan,c6g,ARM,AWS Graviton2,48,96,1.849,1.849,44.376,44.376,310.632,310.632,1349.77,1349.77
aws,ap-east-2,Taiwan,c6g,ARM,AWS Graviton2,64,128,2.4653,2.4653,59.1672,59.1672,414.17,414.17,1799.67,1799.67
aws,ap-east-2,Taiwan,c6i,x86(Intel),Intel Xeon Platinum 8375C,2,4,0.0963,0.0963,2.3112,2.3112,16.178,16.178,70.3,70.3
aws,ap-east-2,Taiwan,c6i,x86(Intel),Intel Xeon Platinum 8375C,4,8,0.1926,0.1926,4.6224,4.6224,32.357,32.357,140.6,140.6
aws,ap-east-2,Taiwan,c6i,x86(Intel),Intel Xeon Platinum 8375C,8,16,0.3852,0.3852,9.2448,9.2448,64.714,64.714,281.2,281.2
aws,ap-east-2,Taiwan,c6i,x86(Intel),Intel Xeon Platinum 8375C,16,32,0.7704,0.7704,18.4896,18.4896,129.427,129.427,562.39,562.39
aws,ap-east-2,Taiwan,c6i,x86(Intel),Intel Xeon Platinum 8375C,32,64,1.5408,1.5408,36.9792,36.9792,258.854,258.854,1124.78,1124.78
aws,ap-east-2,Taiwan,c6i,x86(Intel),Intel Xeon Platinum 8375C,48,96,2.3112,2.3112,55.4688,55.4688,388.282,388.282,1687.18,1687.18
aws,ap-east-2,Taiwan,c6i,x86(Intel),Intel Xeon Platinum 8375C,64,128,3.0816,3.0816,73.9584,73.9584,517.709,517.709,2249.57,2249.57
aws,ap-east-2,Taiwan,c7g,ARM,AWS Graviton3,1,2,0.0409,0.02821,0.9816,0.677,6.871,4.739,29.86,20.59
aws,ap-east-2,Taiwan,c7g,ARM,AWS Graviton3,2,4,0.0819,0.05648,1.9656,1.3556,13.759,9.489,59.79,41.23
aws,ap-east-2,Taiwan,c7g,ARM,AWS Graviton3,4,8,0.1637,0.1129,3.9288,2.7095,27.502,18.967,119.5,82.41
aws,ap-east-2,Taiwan,c7g,ARM,AWS Graviton3,8,16,0.3274,0.22579,7.8576,5.419,55.003,37.933,239.0,164.83
aws,ap-east-2,Taiwan,c7g,ARM,AWS Graviton3,16,32,0.6549,0.45166,15.7176,10.8397,110.023,75.878,478.08,329.71
aws,ap-east-2,Taiwan,c7g,ARM,AWS Graviton3,32,64,1.3098,0.90331,31.4352,21.6794,220.046,151.756,956.15,659.41
aws,ap-east-2,Taiwan,c7g,ARM,AWS Graviton3,48,96,1.9646,1.3549,47.1504,32.5175,330.053,227.623,1434.16,989.08
aws,ap-east-2,Taiwan,c7g,ARM,AWS Graviton3,64,128,2.6195,1.80655,62.868,43.3572,440.076,303.501,1912.24,1318.79
aws,ap-east-2,Taiwan,c7i,x86(Intel),Intel Xeon Platinum 8488C,2,4,0.10112,0.08515,2.4269,2.0437,16.988,14.306,73.82,62.16
aws,ap-east-2,Taiwan,c7i,x86(Intel),Intel Xeon Platinum 8488C,4,8,0.20224,0.17031,4.8538,4.0874,33.976,28.611,147.64,124.33
aws,ap-east-2,Taiwan,c7i,x86(Intel),Intel Xeon Platinum 8488C,8,16,0.40448,0.34061,9.7075,8.1747,67.953,57.224,295.27,248.65
aws,ap-east-2,Taiwan,c7i,x86(Intel),Intel Xeon Platinum 8488C,16,32,0.80896,0.68123,19.415,16.3495,135.905,114.446,590.54,497.3
aws,ap-east-2,Taiwan,c7i,x86(Intel),Intel Xeon Platinum 8488C,32,64,1.61792,1.36246,38.8301,32.699,271.811,228.893,1181.08,994.59
aws,ap-east-2,Taiwan,c7i,x86(Intel),Intel Xeon Platinum 8488C,48,96,2.42688,2.04369,58.2451,49.0485,407.716,343.34,1771.62,1491.89
aws,ap-east-2,Taiwan,c7i,x86(Intel),Intel Xeon Platinum 8488C,64,128,3.23584,2.72492,77.6602,65.3981,543.621,457.786,2362.16,1989.19
aws,ap-east-2,Taiwan,c7i,x86(Intel),Intel Xeon Platinum 8488C,96,192,4.85376,4.08738,116.4902,98.097,815.432,686.68,3543.24,2983.78
aws,ap-east-2,Taiwan,c7i,x86(Intel),Intel Xeon Platinum 8488C,192,384,9.70752,8.17475,232.9805,196.1941,1630.863,1373.358,7086.49,5967.57
aws,ap-east-2,Taiwan,m6g,ARM,AWS Graviton2,1,4,0.0446,0.0446,1.0704,1.0704,7.493,7.493,32.56,32.56
aws,ap-east-2,Taiwan,m6g,ARM,AWS Graviton2,2,8,0.0891,0.0891,2.1384,2.1384,14.969,14.969,65.04,65.04
aws,ap-east-2,Taiwan,m6g,ARM,AWS Graviton2,4,16,0.1782,0.1782,4.2768,4.2768,29.938,29.938,130.09,130.09
aws,ap-east-2,Taiwan,m6g,ARM,AWS Graviton2,8,32,0.3564,0.3564,8.5536,8.5536,59.875,59.875,260.17,260.17
aws,ap-east-2,Taiwan,m6g,ARM,AWS Graviton2,16,64,0.7128,0.7128,17.1072,17.1072,119.75,119.75,520.34,520.34
aws,ap-east-2,Taiwan,m6g,ARM,AWS Graviton2,32,128,1.4256,1.4256,34.2144,34.2144,239.501,239.501,1040.69,1040.69
aws,ap-east-2,Taiwan,m6g,ARM,AWS Graviton2,48,192,2.1384,2.1384,51.3216,51.3216,359.251,359.251,1561.03,1561.03
aws,ap-east-2,Taiwan,m6g,ARM,AWS Graviton2,64,256,2.8512,2.8512,68.4288,68.4288,479.002,479.002,2081.38,2081.38
aws,ap-east-2,Taiwan,m6i,x86(Intel),Intel Xeon Platinum 8375C,2,8,0.1116,0.1116,2.6784,2.6784,18.749,18.749,81.47,81.47
aws,ap-east-2,Taiwan,m6i,x86(Intel),Intel Xeon Platinum 8375C,4,16,0.2232,0.2232,5.3568,5.3568,37.498,37.498,162.94,162.94
aws,ap-east-2,Taiwan,m6i,x86(Intel),Intel Xeon Platinum 8375C,8,32,0.4464,0.4464,10.7136,10.7136,74.995,74.995,325.87,325.87
aws,ap-east-2,Taiwan,m6i,x86(Intel),Intel Xeon Platinum 8375C,16,64,0.8928,0.8928,21.4272,21.4272,149.99,149.99,651.74,651.74
aws,ap-east-2,Taiwan,m6i,x86(Intel),Intel Xeon Platinum 8375C,32,128,1.7856,1.7856,42.8544,42.8544,299.981,299.981,1303.49,1303.49
aws,ap-east-2,Taiwan,m6i,x86(Intel),Intel Xeon Platinum 8375C,48,192,2.6784,2.6784,64.2816,64.2816,449.971,449.971,1955.23,1955.23
aws,ap-east-2,Taiwan,m6i,x86(Intel),Intel Xeon Platinum 8375C,64,256,3.5712,3.5712,85.7088,85.7088,599.962,599.962,2606.98,2606.98
aws,ap-east-2,Taiwan,m7g,ARM,AWS Graviton3,1,4,0.0474,0.03269,1.1376,0.7846,7.963,5.492,34.6,23.86
aws,ap-east-2,Taiwan,m7g,ARM,AWS Graviton3,2,8,0.0949,0.06545,2.2776,1.5708,15.943,10.995,69.28,47.78
aws,ap-east-2,Taiwan,m7g,ARM,AWS Graviton3,4,16,0.1897,0.13083,4.5528,3.1399,31.87,21.979,138.48,95.5
aws,ap-east-2,Taiwan,m7g,ARM,AWS Graviton3,8,32,0.3794,0.26166,9.1056,6.2797,63.739,43.958,276.96,191.01
aws,ap-east-2,Taiwan,m7g,ARM,AWS Graviton3,16,64,0.7589,0.52338,18.2136,12.5611,127.495,87.928,554.0,382.07
aws,ap-east-2,Taiwan,m7g,ARM,AWS Graviton3,32,128,1.5178,1.04676,36.4272,25.1222,254.99,175.855,1107.99,764.13
aws,ap-east-2,Taiwan,m7g,ARM,AWS Graviton3,48,192,2.2766,1.57007,54.6384,37.6817,382.469,263.772,1661.92,1146.15
aws,ap-east-2,Taiwan,m7g,ARM,AWS Graviton3,64,256,3.0355,2.09345,72.852,50.2428,509.964,351.699,2215.92,1528.22
aws,ap-east-2,Taiwan,m7i,x86(Intel),Intel Xeon Platinum 8488C,2,8,0.11718,0.09868,2.8123,2.3683,19.686,16.578,85.54,72.03
aws,ap-east-2,Taiwan,m7i,x86(Intel),Intel Xeon Platinum 8488C,4,16,0.23436,0.19736,5.6246,4.7365,39.372,33.155,171.08,144.07
aws,ap-east-2,Taiwan,m7i,x86(Intel),Intel Xeon Platinum 8488C,8,32,0.46872,0.39471,11.2493,9.4731,78.745,66.312,342.17,288.14
aws,ap-east-2,Taiwan,m7i,x86(Intel),Intel Xeon Platinum 8488C,16,64,0.93744,0.78942,22.4986,18.9462,157.49,132.623,684.33,576.28
aws,ap-east-2,Taiwan,m7i,x86(Intel),Intel Xeon Platinum 8488C,32,128,1.87488,1.57885,44.9971,37.8923,314.98,265.246,1368.66,1152.56
aws,ap-east-2,Taiwan,m7i,x86(Intel),Intel Xeon Platinum 8488C,48,192,2.81232,2.36827,67.4957,56.8385,472.47,397.869,2052.99,1728.83
aws,ap-east-2,Taiwan,m7i,x86(Intel),Intel Xeon Platinum 8488C,64,256,3.74976,3.15769,89.9942,75.7846,629.96,530.493,2737.32,2305.11
aws,ap-east-2,Taiwan,m7i,x86(Intel),Intel Xeon Platinum 8488C,96,384,5.62464,4.73654,134.9914,113.677,944.94,795.739,4105.99,3457.68
aws,ap-east-2,Taiwan,m7i,x86(Intel),Intel Xeon Platinum 8488C,192,768,11.24928,9.47308,269.9827,227.3539,1889.879,1591.477,8211.97,6915.34
aws,ap-east-2,Taiwan,r6g,ARM,AWS Graviton2,1,8,0.0547,0.0547,1.3128,1.3128,9.19,9.19,39.93,39.93
aws,ap-east-2,Taiwan,r6g,ARM,AWS Graviton2,2,16,0.1094,0.1094,2.6256,2.6256,18.379,18.379,79.86,79.86
aws,ap-east-2,Taiwan,r6g,ARM,AWS Graviton2,4,32,0.2189,0.2189,5.2536,5.2536,36.775,36.775,159.8,159.8
aws,ap-east-2,Taiwan,r6g,ARM,AWS Graviton2,8,64,0.4378,0.4378,10.5072,10.5072,73.55,73.55,319.59,319.59
aws,ap-east-2,Taiwan,r6g,ARM,AWS Graviton2,16,128,0.8755,0.8755,21.012,21.012,147.084,147.084,639.12,639.12
aws,ap-east-2,Taiwan,r6g,ARM,AWS Graviton2,32,256,1.751,1.751,42.024,42.024,294.168,294.168,1278.23,1278.23
aws,ap-east-2,Taiwan,r6g,ARM,AWS Graviton2,48,384,2.6266,2.6266,63.0384,63.0384,441.269,441.269,1917.42,1917.42
aws,ap-east-2,Taiwan,r6g,ARM,AWS Graviton2,64,512,3.5021,3.5021,84.0504,84.0504,588.353,588.353,2556.53,2556.53
